Cod,Favela_completa,Sigla,Favela,Municipio,Domicilios
28003080022,Loteamento Marivan - Aracaju (SE),SE,Loteamento Marivan,Aracaju,1129
28003080023,Invasão José Rollemberg Leite (Rua A) - Aracaju (SE),SE,Invasão José Rollemberg Leite (Rua A),Aracaju,305
28003080026,Ocupação do Paraíso do Sul (Sul) - Aracaju (SE),SE,Ocupação do Paraíso do Sul (Sul),Aracaju,783
28003080027,Largo da Aparecida - Aracaju (SE),SE,Largo da Aparecida,Aracaju,386
28003080028,Recanto do Palame / Senhor do Bonfim - Aracaju (SE),SE,Recanto do Palame / Senhor do Bonfim,Aracaju,589
28003080029,Veneza II - Aracaju (SE),SE,Veneza II,Aracaju,279
28003080030,Invasão Ponta da Asa I - Aracaju (SE),SE,Invasão Ponta da Asa I,Aracaju,371
28003080031,Ocupação do Goré - Aracaju (SE),SE,Ocupação do Goré,Aracaju,623
28003080032,Loteamento Jardim Lamarão - Vitória da Conquista - Aracaju (SE),SE,Loteamento Jardim Lamarão - Vitória da Conquista,Aracaju,2253
28003080033,Ocupação Pousada Verde - Aracaju (SE),SE,Ocupação Pousada Verde,Aracaju,856
28003080034,Recanto da Paz - Malvinas - Aracaju (SE),SE,Recanto da Paz - Malvinas,Aracaju,822
28003080035,Invasão ao Riacho do Cabral A - Aracaju (SE),SE,Invasão ao Riacho do Cabral A,Aracaju,1278
28003080036,Invasão do CJ Maria do Carmo II - Aracaju (SE),SE,Invasão do CJ Maria do Carmo II,Aracaju,757
28003080037,Loteamento Moema Mary - Aracaju (SE),SE,Loteamento Moema Mary,Aracaju,123
28003080038,Ocupação Bastos Coelho (Nave e Pesca) - Aracaju (SE),SE,Ocupação Bastos Coelho (Nave e Pesca),Aracaju,183
28003080039,Loteamento São José - Aracaju (SE),SE,Loteamento São José,Aracaju,55
28003080040,Loteamento Ponta da Asa A - Aracaju (SE),SE,Loteamento Ponta da Asa A,Aracaju,134
28003080041,Recanto da Ponta da Asa - Aracaju (SE),SE,Recanto da Ponta da Asa,Aracaju,104
28003080042,Loteamento Saramutáia - Aracaju (SE),SE,Loteamento Saramutáia,Aracaju,55
28003080043,Loteamento Suíça - Aracaju (SE),SE,Loteamento Suíça,Aracaju,169
28003080046,Loteamento Escuriais - Aracaju (SE),SE,Loteamento Escuriais,Aracaju,84
28003080047,Invasão da Jabotiana - Aracaju (SE),SE,Invasão da Jabotiana,Aracaju,149
28003080052,Avenida Monteiro Lobato - Aracaju (SE),SE,Avenida Monteiro Lobato,Aracaju,225
28003080053,Bela Vista - Aracaju (SE),SE,Bela Vista,Aracaju,512
28003080054,Boca do Jacaré - Aracaju (SE),SE,Boca do Jacaré,Aracaju,289
28003080056,Anchietão B - Aracaju (SE),SE,Anchietão B,Aracaju,171
28003080058,Ocupação do Ferro Velho - Aracaju (SE),SE,Ocupação do Ferro Velho,Aracaju,43
28003080059,Morro do Tangará / Alto do Cruzeiro - Aracaju (SE),SE,Morro do Tangará / Alto do Cruzeiro,Aracaju,114
28003080060,Ocupação Alto da Bela Vista - Aracaju (SE),SE,Ocupação Alto da Bela Vista,Aracaju,261
28003080061,Ocupação do Frigorífico - Aracaju (SE),SE,Ocupação do Frigorífico,Aracaju,548
28003080063,Loteamento Jardim Petrópolis - Aracaju (SE),SE,Loteamento Jardim Petrópolis,Aracaju,684
28003080064,Loteamento Novo Horizonte - Aracaju (SE),SE,Loteamento Novo Horizonte,Aracaju,190
28003080065,Ocupação do Paraíso do Sul (Norte) - Aracaju (SE),SE,Ocupação do Paraíso do Sul (Norte),Aracaju,715
28003080066,Loteamento Porto do Gringo - Aracaju (SE),SE,Loteamento Porto do Gringo,Aracaju,97
28003080067,Loteamento Recanto dos Cajueiros - Aracaju (SE),SE,Loteamento Recanto dos Cajueiros,Aracaju,439
28003080068,Loteamento Residencial Porto Belo - Aracaju (SE),SE,Loteamento Residencial Porto Belo,Aracaju,325
28003080069,Loteamento Robalo Rua B KM 7 - Aracaju (SE),SE,Loteamento Robalo Rua B KM 7,Aracaju,160
28003080072,Ocupação Almirante Tamandaré - Aracaju (SE),SE,Ocupação Almirante Tamandaré,Aracaju,1014
28003080074,Ocupação Comandante Miranda - Aracaju (SE),SE,Ocupação Comandante Miranda,Aracaju,150
28003080076,Ocupação da Rua Dom Pedro II - Aracaju (SE),SE,Ocupação da Rua Dom Pedro II,Aracaju,312
28003080077,Ocupação da Travessa Santa Terezinha - Aracaju (SE),SE,Ocupação da Travessa Santa Terezinha,Aracaju,574
28003080079,Ocupação Campo de Vidro - Aracaju (SE),SE,Ocupação Campo de Vidro,Aracaju,489
28003080080,Ocupação Santa Maria - Aracaju (SE),SE,Ocupação Santa Maria,Aracaju,1220
28003080081,Ocupação do Barroso - Aracaju (SE),SE,Ocupação do Barroso,Aracaju,196
,,,,,
28003080084,Ocupação Alto da TV - Aracaju (SE),SE,Ocupação Alto da TV,Aracaju,279
28003080085,Loteamento Bela Vista - Aracaju (SE),SE,Loteamento Bela Vista,Aracaju,262
28003080086,Invasão da Avenida Antonio dos Santos - Aracaju (SE),SE,Invasão da Avenida Antonio dos Santos,Aracaju,143
28003080087,Loteamento Jardim Santa Catarina - Aracaju (SE),SE,Loteamento Jardim Santa Catarina,Aracaju,108
28003080089,Invasão da Avenida José de Oliveira Guedes - Aracaju (SE),SE,Invasão da Avenida José de Oliveira Guedes,Aracaju,92
28003080090,Loteamento Joel Nascimento / Riacho do Cabral - Aracaju (SE),SE,Loteamento Joel Nascimento / Riacho do Cabral,Aracaju,187
28003080091,Rua Sargento Brasiliano - Aracaju (SE),SE,Rua Sargento Brasiliano,Aracaju,480
28003080092,Loteamento Jardim Bahia I e II - Aracaju (SE),SE,Loteamento Jardim Bahia I e II,Aracaju,451
28003080093,Loteamento Sítio Alto - Aracaju (SE),SE,Loteamento Sítio Alto,Aracaju,200
28003080095,Rua Santa Isabel - Aracaju (SE),SE,Rua Santa Isabel,Aracaju,258
28003080096,Rua Etimia M. Maia - Aracaju (SE),SE,Rua Etimia M. Maia,Aracaju,180
28003080097,Rua Santa Terezinha - Aracaju (SE),SE,Rua Santa Terezinha,Aracaju,86
28003080098,Rua do Arame - Aracaju (SE),SE,Rua do Arame,Aracaju,106
28003080102,Loteamento Recanto da Jaqueira - Aracaju (SE),SE,Loteamento Recanto da Jaqueira,Aracaju,386
28003080103,Loteamento Copacabana - Aracaju (SE),SE,Loteamento Copacabana,Aracaju,172
28003080104,Ocupação Jardim Recreio - Aracaju (SE),SE,Ocupação Jardim Recreio,Aracaju,231
28003080105,Ocupação Lamarão - Aracaju (SE),SE,Ocupação Lamarão,Aracaju,133
28003080106,Ocupação das Areias - Aracaju (SE),SE,Ocupação das Areias,Aracaju,387
28003080107,Loteamento Luciana - Aracaju (SE),SE,Loteamento Luciana,Aracaju,147
28003080108,Loteamento Dendê - Aracaju (SE),SE,Loteamento Dendê,Aracaju,427
28003080110,Loteamento Tia Caçula - Aracaju (SE),SE,Loteamento Tia Caçula,Aracaju,343
28003080111,Ocupação da Rua Argentina - Aracaju (SE),SE,Ocupação da Rua Argentina,Aracaju,165
28003080113,Loteamento Isabel Martins - Aracaju (SE),SE,Loteamento Isabel Martins,Aracaju,953
28003080114,Ocupação Terra Dura - Água Fina II - Aracaju (SE),SE,Ocupação Terra Dura - Água Fina II,Aracaju,1146
28003080115,Invasão do Riacho do Cabral - Antiga Baixada - Aracaju (SE),SE,Invasão do Riacho do Cabral - Antiga Baixada,Aracaju,80
28003080117,Ocupação da Cidade Nova 1 - Aracaju (SE),SE,Ocupação da Cidade Nova 1,Aracaju,65
28003080118,Invasão do Loteamento Jardim Petrópolis - Aracaju (SE),SE,Invasão do Loteamento Jardim Petrópolis,Aracaju,906
28003080119,Vale do Amanhecer - Aracaju (SE),SE,Vale do Amanhecer,Aracaju,143
28003080120,Ocupação da Lagoa do Seu Ermínio - Aracaju (SE),SE,Ocupação da Lagoa do Seu Ermínio,Aracaju,50
28003080121,Invasão Paraisópolis - Aracaju (SE),SE,Invasão Paraisópolis,Aracaju,103
28003080122,Loteamento Ponta da Asa B - Aracaju (SE),SE,Loteamento Ponta da Asa B,Aracaju,171
28003080123,Invasão ao Riacho do Cabral B - Aracaju (SE),SE,Invasão ao Riacho do Cabral B,Aracaju,83
28003080124,Invasão ao Riacho do Cabral D - Aracaju (SE),SE,Invasão ao Riacho do Cabral D,Aracaju,117
28003080125,Invasão ao Riacho do Cabral C - Aracaju (SE),SE,Invasão ao Riacho do Cabral C,Aracaju,120
28003080126,Ocupação Beatriz Nascimento - Aracaju (SE),SE,Ocupação Beatriz Nascimento,Aracaju,58
28003080127,Invasão do fundo do FIES - Aracaju (SE),SE,Invasão do fundo do FIES,Aracaju,32
28003080128,Invasão do Bugio 1 - Aracaju (SE),SE,Invasão do Bugio 1,Aracaju,927
28006050002,Comunidade Mutú - Barra dos Coqueiros (SE),SE,Comunidade Mutú,Barra dos Coqueiros,141
28006050004,Atalaia Nova - Setor 1 - Barra dos Coqueiros (SE),SE,Atalaia Nova - Setor 1,Barra dos Coqueiros,74
28006050006,Bairro Centro - Pelourinho - Barra dos Coqueiros (SE),SE,Bairro Centro - Pelourinho,Barra dos Coqueiros,303
28006050007,Bairro Centro - Portelinha - Barra dos Coqueiros (SE),SE,Bairro Centro - Portelinha,Barra dos Coqueiros,187
28006050008,Complexo Andorinha - Barra dos Coqueiros (SE),SE,Complexo Andorinha,Barra dos Coqueiros,996
28015040001,Invasão da Rede Ferroviária - Carmópolis (SE),SE,Invasão da Rede Ferroviária,Carmópolis,170
28021060002,Bairro Estancinha - Alto São Vicente - Estância (SE),SE,Bairro Estancinha - Alto São Vicente,Estância,156
28021060003,Bonfim-Maria Santana Santos - Estância (SE),SE,Bonfim-Maria Santana Santos,Estância,141
28021060004,Trecho da Rua Voluntários da Pátria e Loteamento Futuro - Estância (SE),SE,Trecho da Rua Voluntários da Pátria e Loteamento Futuro,Estância,107
28021060005,Bairro Valter Cardoso Costa - Caminho da Bica - Estância (SE),SE,Bairro Valter Cardoso Costa - Caminho da Bica,Estância,76
28021060006,Humberto Ralim - Loteamento Mariazinha Ferreira - Estância (SE),SE,Humberto Ralim - Loteamento Mariazinha Ferreira,Estância,245
28021060009,Sonho do Leste - Fundo Francão - Estância (SE),SE,Sonho do Leste - Fundo Francão,Estância,112
28021060010,Sonho do Leste - Pedro Barreto Siqueira - Estância (SE),SE,Sonho do Leste - Pedro Barreto Siqueira,Estância,91
28036090001,Quitalé de Cima - Laranjeiras (SE),SE,Quitalé de Cima,Laranjeiras,171
28036090002,Alto do Bom Jesus - Laranjeiras (SE),SE,Alto do Bom Jesus,Laranjeiras,45
28036090003,Antigo Alambique - Rodovia Valter Franco - Laranjeiras (SE),SE,Antigo Alambique - Rodovia Valter Franco,Laranjeiras,91
28036090004,Carobeiro - Laranjeiras (SE),SE,Carobeiro,Laranjeiras,43
28036090005,Invasão da Rua Camboatá - Laranjeiras (SE),SE,Invasão da Rua Camboatá,Laranjeiras,71
28036090006,Invasão Loteamento Gasoduto - Laranjeiras (SE),SE,Invasão Loteamento Gasoduto,Laranjeiras,346
28036090007,Pastora - Laranjeiras (SE),SE,Pastora,Laranjeiras,55
28036090008,Quitalé de Baixo - Laranjeiras (SE),SE,Quitalé de Baixo,Laranjeiras,120
28040030001,Mangue Seco - Maruim (SE),SE,Mangue Seco,Maruim,91
28040030002,Alto da Boa Vista - Maruim (SE),SE,Alto da Boa Vista,Maruim,313
28040030003,Rua da Brasília - Maruim (SE),SE,Rua da Brasília,Maruim,58
28044090001,Cidade de Deus - Neópolis (SE),SE,Cidade de Deus,Neópolis,94
28048050001,Invasão de Borda do CJ Senadora Maria do Carmo - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Senadora Maria do Carmo,Nossa Senhora do Socorro,200
28048050002,Palmares - Nossa Senhora do Socorro (SE),SE,Palmares,Nossa Senhora do Socorro,112
28048050003,Novo Horizonte - Nossa Senhora do Socorro (SE),SE,Novo Horizonte,Nossa Senhora do Socorro,2261
28048050004,Invasão da Taiçoca de Fora - Nossa Senhora do Socorro (SE),SE,Invasão da Taiçoca de Fora,Nossa Senhora do Socorro,438
28048050006,Invasão Beira Rio - Fernando Collor - Nossa Senhora do Socorro (SE),SE,Invasão Beira Rio - Fernando Collor,Nossa Senhora do Socorro,428
28048050007,Invasão de Borda do CJ Jardim I - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Jardim I,Nossa Senhora do Socorro,507
28048050008,Invasão de Borda do CJ Marcos Freire 3 - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Marcos Freire 3,Nossa Senhora do Socorro,549
28048050009,Invasão de Borda do CJ Albano Franco - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Albano Franco,Nossa Senhora do Socorro,1118
28048050010,Invasão Beira Rio - Parque dos Faróis - Nossa Senhora do Socorro (SE),SE,Invasão Beira Rio - Parque dos Faróis,Nossa Senhora do Socorro,415
28048050011,Invasão Interna do Loteamento Jardim Itacanema II - Nossa Senhora do Socorro (SE),SE,Invasão Interna do Loteamento Jardim Itacanema II,Nossa Senhora do Socorro,769
28048050013,Invasão Interna do Loteamento Jardim Pai André - Nossa Senhora do Socorro (SE),SE,Invasão Interna do Loteamento Jardim Pai André,Nossa Senhora do Socorro,465
28048050014,Invasão Interna do Lot. Jardim Santa Inácia - Nossa Senhora do Socorro (SE),SE,Invasão Interna do Lot. Jardim Santa Inácia,Nossa Senhora do Socorro,340
28048050015,Parque São José - Loteamento Esperança - Nossa Senhora do Socorro (SE),SE,Parque São José - Loteamento Esperança,Nossa Senhora do Socorro,404
28048050016,Invasão de Borda do CJ Mutirão - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Mutirão,Nossa Senhora do Socorro,645
28048050017,Invasão de Borda do CJ Fernando Collor de Melo - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Fernando Collor de Melo,Nossa Senhora do Socorro,798
28048050018,Invasão de Borda do CJ Governador João Alves - Leste - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Governador João Alves - Leste,Nossa Senhora do Socorro,302
28048050023,Invasão de Borda do CJ Governador João Alves - Oeste - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Governador João Alves - Oeste,Nossa Senhora do Socorro,421
28048050024,Invasão da Volta da Pedra - Nossa Senhora do Socorro (SE),SE,Invasão da Volta da Pedra,Nossa Senhora do Socorro,308
28048050026,Invasão Mutu - Nossa Senhora do Socorro (SE),SE,Invasão Mutu,Nossa Senhora do Socorro,145
28048050027,Ïnvasão da Manteiga - Nossa Senhora do Socorro (SE),SE,Ïnvasão da Manteiga,Nossa Senhora do Socorro,407
28048050028,Invasão Interna do Lot.PQ. N.S. de Fátima - Nossa Senhora do Socorro (SE),SE,Invasão Interna do Lot.PQ. N.S. de Fátima,Nossa Senhora do Socorro,74
28048050030,Loteamento Carlinho da Granja - Nossa Senhora do Socorro (SE),SE,Loteamento Carlinho da Granja,Nossa Senhora do Socorro,269
28048050031,Invasão do Goré - Nossa Senhora do Socorro (SE),SE,Invasão do Goré,Nossa Senhora do Socorro,69
28048050032,Invasão de Borda do CJ Jardim 3 - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Jardim 3,Nossa Senhora do Socorro,62
28048050034,Invasão Interna do Lot Nova Socorro - Nossa Senhora do Socorro (SE),SE,Invasão Interna do Lot Nova Socorro,Nossa Senhora do Socorro,128
28048050036,Invasão Interna do Lot.PQ. São José - Nossa Senhora do Socorro (SE),SE,Invasão Interna do Lot.PQ. São José,Nossa Senhora do Socorro,176
28048050038,Invasão do Fim de Linha do CJ Marcos Freire 2 - Nossa Senhora do Socorro (SE),SE,Invasão do Fim de Linha do CJ Marcos Freire 2,Nossa Senhora do Socorro,211
28048050039,Loteamento Cajueiro - Nossa Senhora do Socorro (SE),SE,Loteamento Cajueiro,Nossa Senhora do Socorro,447
28048050040,Invasão do Antigo CAIC - Nossa Senhora do Socorro (SE),SE,Invasão do Antigo CAIC,Nossa Senhora do Socorro,102
28048050041,Loteamento Nova Palestina - Nossa Senhora do Socorro (SE),SE,Loteamento Nova Palestina,Nossa Senhora do Socorro,233
28048050042,Invasão São Francisco - Nossa Senhora do Socorro (SE),SE,Invasão São Francisco,Nossa Senhora do Socorro,211
28048050043,Invasão EcoParque Vassouras - Nossa Senhora do Socorro (SE),SE,Invasão EcoParque Vassouras,Nossa Senhora do Socorro,223
28048050044,Invasão de Borda do CJ Fernando Collor de Melo- Oeste - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Fernando Collor de Melo- Oeste,Nossa Senhora do Socorro,568
,,,,,
28048050047,Invasão do Areal da Mangabeira - Nossa Senhora do Socorro (SE),SE,Invasão do Areal da Mangabeira,Nossa Senhora do Socorro,312
28048050048,Invasão de Borda do CJ Jardim Vila Piabeta leste - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Jardim Vila Piabeta leste,Nossa Senhora do Socorro,111
28048050049,Invasão Do Povoado Taiçoca De Fora - Sul - Nossa Senhora do Socorro (SE),SE,Invasão Do Povoado Taiçoca De Fora - Sul,Nossa Senhora do Socorro,53
28048050050,Invasão Interna Do Cj Jardim 1 - Norte - Nossa Senhora do Socorro (SE),SE,Invasão Interna Do Cj Jardim 1 - Norte,Nossa Senhora do Socorro,244
28048050051,Invasão Interna Do Cj Jardim 1 - Sul - Nossa Senhora do Socorro (SE),SE,Invasão Interna Do Cj Jardim 1 - Sul,Nossa Senhora do Socorro,261
28048050052,Invasão Novo Rumo - Nossa Senhora do Socorro (SE),SE,Invasão Novo Rumo,Nossa Senhora do Socorro,268
28048050053,Invasão de Borda do CJ Professora Neuzice Barreto de Lima - Nossa Senhora do Socorro (SE),SE,Invasão de Borda do CJ Professora Neuzice Barreto de Lima,Nossa Senhora do Socorro,56
28048050054,Invasão do Povoado Taiçoca de Fora- Norte - Nossa Senhora do Socorro (SE),SE,Invasão do Povoado Taiçoca de Fora- Norte,Nossa Senhora do Socorro,166
28048050055,Invasão de Gleba 1 - Nossa Senhora do Socorro (SE),SE,Invasão de Gleba 1,Nossa Senhora do Socorro,175
28048050056,Invasão de Gleba 2 - Nossa Senhora do Socorro (SE),SE,Invasão de Gleba 2,Nossa Senhora do Socorro,275
28059010001,Sítio do Meio - Riachuelo (SE),SE,Sítio do Meio,Riachuelo,116
28059010003,Rua Simão Dias - Riachuelo (SE),SE,Rua Simão Dias,Riachuelo,60
28059010004,Bairro 13 - Riachuelo (SE),SE,Bairro 13,Riachuelo,39
28061070001,Conjunto do INCRA - Rosário do Catete (SE),SE,Conjunto do INCRA,Rosário do Catete,148
28061070002,Vila Cajá - Rosário do Catete (SE),SE,Vila Cajá,Rosário do Catete,69
28061070003,Avenida Humberto Gomes - Galo Assanhado - Rosário do Catete (SE),SE,Avenida Humberto Gomes - Galo Assanhado,Rosário do Catete,52
28066020001,Invasão do Conjunto João Ferreira Costa - Santo Amaro das Brotas (SE),SE,Invasão do Conjunto João Ferreira Costa,Santo Amaro das Brotas,31
28067010001,Loteamento Lauro Rocha - São Cristóvão (SE),SE,Loteamento Lauro Rocha,São Cristóvão,102
28067010002,Invasão do Maria do Carmo III - São Cristóvão (SE),SE,Invasão do Maria do Carmo III,São Cristóvão,151
28067010003,Loteamento recanto dos Pássaros - São Cristóvão (SE),SE,Loteamento recanto dos Pássaros,São Cristóvão,549
28067010004,Loteamento Santo Inácio - São Cristóvão (SE),SE,Loteamento Santo Inácio,São Cristóvão,159
28067010005,Invasão do Loteamento Jardim Universitário 1 - São Cristóvão (SE),SE,Invasão do Loteamento Jardim Universitário 1,São Cristóvão,150
28067010006,Loteamento Jardim Universitário - São Cristóvão (SE),SE,Loteamento Jardim Universitário,São Cristóvão,433
28067010007,Loteamento Tijuquinha - São Cristóvão (SE),SE,Loteamento Tijuquinha,São Cristóvão,1456
28067010008,Alto Santo Antônio - São Cristóvão (SE),SE,Alto Santo Antônio,São Cristóvão,410
28067010009,Santa Cruz Alto da Bela Vista - São Cristóvão (SE),SE,Santa Cruz Alto da Bela Vista,São Cristóvão,193
28067010010,Tijuquinha de Baixo - São Cristóvão (SE),SE,Tijuquinha de Baixo,São Cristóvão,233
28067010012,Invasão do Loteamento Jardim Universitário 2 - São Cristóvão (SE),SE,Invasão do Loteamento Jardim Universitário 2,São Cristóvão,67
28067010013,Baixada - São Cristóvão (SE),SE,Baixada,São Cristóvão,144
28067010014,Aloque - São Cristóvão (SE),SE,Aloque,São Cristóvão,62
28067010017,Loteamento Paraíso Sul - São Cristóvão (SE),SE,Loteamento Paraíso Sul,São Cristóvão,266
29021040001,Bombinha - Araci (BA),BA,Bombinha,Araci,70
29021040002,Cascalheira - Araci (BA),BA,Cascalheira,Araci,77
29032010007,Nova Conquista - Barreiras (BA),BA,Nova Conquista,Barreiras,559
29032010008,São Sebastião - Barreiras (BA),BA,São Sebastião,Barreiras,645
29032010010,Vila Brasil - Barreiras (BA),BA,Vila Brasil,Barreiras,832
29032010011,Canal de Santo Antônio - Barreiras (BA),BA,Canal de Santo Antônio,Barreiras,269
29032010012,Boa Sorte - Barreiras (BA),BA,Boa Sorte,Barreiras,329
29032010013,Cascalheira - Barreiras (BA),BA,Cascalheira,Barreiras,360
29032010014,Invasão do Salsicha - Barreiras (BA),BA,Invasão do Salsicha,Barreiras,425
29032010015,Rua do Canal - Barreiras (BA),BA,Rua do Canal,Barreiras,212
29032010017,Casas Doadas de José Bonifácio - Barreiras (BA),BA,Casas Doadas de José Bonifácio,Barreiras,115
29057010001,Nova Vitória - Camaçari (BA),BA,Nova Vitória,Camaçari,2971
29057010002,Fonte da Caixa - Camaçari (BA),BA,Fonte da Caixa,Camaçari,512
29057010003,Sucupio - Camaçari (BA),BA,Sucupio,Camaçari,712
29057010004,Morrinhos - Camaçari (BA),BA,Morrinhos,Camaçari,906
29057010005,Jardim Itacimirim - Camaçari (BA),BA,Jardim Itacimirim,Camaçari,605
29057010006,Bela Vista - Camaçari (BA),BA,Bela Vista,Camaçari,540
29057010007,Alto da Bela Vista - Camaçari (BA),BA,Alto da Bela Vista,Camaçari,343
29057010008,Senhor dos Passos - Camaçari (BA),BA,Senhor dos Passos,Camaçari,409
29057010009,Areal/Antares - Camaçari (BA),BA,Areal/Antares,Camaçari,1264
29057010012,Alto da Conquista - Camaçari (BA),BA,Alto da Conquista,Camaçari,165
29057010013,Parque Verde / Rio da Prata - Camaçari (BA),BA,Parque Verde / Rio da Prata,Camaçari,3709
29057010014,Verdes Horizontes - Camaçari (BA),BA,Verdes Horizontes,Camaçari,217
29057010015,Recanto das Árvores - Camaçari (BA),BA,Recanto das Árvores,Camaçari,813
29057010016,Nova Goiânia - Camaçari (BA),BA,Nova Goiânia,Camaçari,1066
29057010017,Rio Bandeira - Camaçari (BA),BA,Rio Bandeira,Camaçari,583
29057010018,Borda do Anel Florestal - Camaçari (BA),BA,Borda do Anel Florestal,Camaçari,834
29057010019,Cristo Redentor - Camaçari (BA),BA,Cristo Redentor,Camaçari,435
29057010020,Dom Avelar - Camaçari (BA),BA,Dom Avelar,Camaçari,275
29057010021,Caraúnas - Camaçari (BA),BA,Caraúnas,Camaçari,883
29057010022,Parque das Mangabas - Camaçari (BA),BA,Parque das Mangabas,Camaçari,2680
29057010023,Nova Brasília - Camaçari (BA),BA,Nova Brasília,Camaçari,803
29057010024,Novo Horizonte - Camaçari (BA),BA,Novo Horizonte,Camaçari,828
29057010025,Estiva de Buris - Camaçari (BA),BA,Estiva de Buris,Camaçari,308
29057010026,Santo Antônio - Camaçari (BA),BA,Santo Antônio,Camaçari,202
29057010027,Borda Parque das Dunas 04 - Camaçari (BA),BA,Borda Parque das Dunas 04,Camaçari,192
29057010028,Sangradouro - Camaçari (BA),BA,Sangradouro,Camaçari,616
29057010029,Gleba H - Camaçari (BA),BA,Gleba H,Camaçari,743
29057010030,Jardim Limoeiro - Camaçari (BA),BA,Jardim Limoeiro,Camaçari,512
