FID,Cod,Aldeia,cod_ti,cod_municipio,data_cadastro,flag_ativo,nome_cr,the_geom,Municipio,nomuf,sigla,undadm_codigo,Latitude,Longitude
aldeias_pontos.1,2,Apikay,11101,5003702,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-55.136388888889 -23.741388888889),Dourados,Mato Grosso do Sul,MS,30202002011,-23.74138889,-55.13638889
aldeias_pontos.2,5,Anambé,1801,1504703,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.350694444444 -2.8459722222222),Moju,Pará,PA,30202001906,-2.845972222,-49.35069444
aldeias_pontos.3,6,Trocará,46301,1508100,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.655666666667 -3.5873055555556),Tucuruí,Pará,PA,30202001906,-3.587305556,-49.65566667
aldeias_pontos.4,9,Oimotawara,46301,1508100,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.768027777778 -3.6418333333333),Tucuruí,Pará,PA,30202001906,-3.641833333,-49.76802778
aldeias_pontos.5,10,Ororitawa,46301,1501204,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.809888888889 -3.6105),Baião,Pará,PA,30202001906,-3.6105,-49.80988889
aldeias_pontos.6,11,Marawitawa,46301,1508100,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.661833333333 -3.5458055555556),Tucuruí,Pará,PA,30202001906,-3.545805556,-49.66183333
aldeias_pontos.7,12,Kateté,50501,1505536,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-50.8036666667 -6.26169444444),Parauapebas,Pará,PA,30202001906,-6.261694444,-50.80366667
aldeias_pontos.8,13,Djudjê-Kô,50501,1505536,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-50.907083333333 -6.3080555555556),Parauapebas,Pará,PA,30202001906,-6.308055556,-50.90708333
aldeias_pontos.9,14,Ô-Odjà,50501,1505536,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-50.508972222222 -6.4233611111111),Parauapebas,Pará,PA,30202001906,-6.423361111,-50.50897222
aldeias_pontos.10,15,Sororó,43201,1507458,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.639444444444 -5.93275),São Geraldo do Araguaia,Pará,PA,30202001906,-5.93275,-48.63944444
aldeias_pontos.11,16,Itahy,43201,1507458,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.6285 -5.9972222222222),São Geraldo do Araguaia,Pará,PA,30202001906,-5.997222222,-48.6285
aldeias_pontos.12,17,Yetá,43201,1501758,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.631569444444 -5.9699888888889),Brejo Grande do Araguaia,Pará,PA,30202001906,-5.969988889,-48.63156944
aldeias_pontos.13,18,Ipirahy,43201,1507458,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.758888888889 -5.9852777777778),São Geraldo do Araguaia,Pará,PA,30202001906,-5.985277778,-48.75888889
aldeias_pontos.14,19,Tukapehy,43201,1507458,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.718930555556 -6.0069444444444),São Geraldo do Araguaia,Pará,PA,30202001906,-6.006944444,-48.71893056
aldeias_pontos.15,20,Parkatejê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.896236111111 -5.1643055555556),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.164305556,-48.89623611
aldeias_pontos.16,21,Kyikatejê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.939055555556 -5.16225),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.16225,-48.93905556
aldeias_pontos.17,22,Akrãtikatejê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.017125 -5.1824305555556),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.182430556,-49.017125
aldeias_pontos.18,23,Akrãkaprêkti,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.873333333333 -5.1546388888889),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.154638889,-48.87333333
aldeias_pontos.19,24,Krijamretijê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.974416666667 -5.1774166666667),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.177416667,-48.97441667
aldeias_pontos.20,25,Koyakati,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.990722222222 -5.1878888888889),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.187888889,-48.99072222
aldeias_pontos.21,26,Akrotikatejê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.848458333333 -5.1406944444444),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.140694444,-48.84845833
aldeias_pontos.22,27,Krãpeitijê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.937916666667 -5.1686166666667),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.168616667,-48.93791667
aldeias_pontos.23,28,Akrãti,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.004444444444 -5.2172222222222),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.217222222,-49.00444444
aldeias_pontos.24,29,Krijôhêrekatejê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.899444444444 -5.1643222222222),Bom Jesus do Tocantins,Pará,PA,30202001906,-5.164322222,-48.89944444
aldeias_pontos.25,30,Guyraroká,15101,5002407,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.655555555556 -22.489444444444),Caarapó,Mato Grosso do Sul,MS,30202002011,-22.48944444,-54.65555556
aldeias_pontos.26,31,Te´Yi Kuê,7201,5002407,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.965277777778 -22.595833333333),Caarapó,Mato Grosso do Sul,MS,30202002011,-22.59583333,-54.96527778
aldeias_pontos.27,32,Jarará,18901,5005152,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.6075 -22.922777777778),Juti,Mato Grosso do Sul,MS,30202002011,-22.92277778,-54.6075
aldeias_pontos.28,33,Panambi - Lagoa Rica,64801,5003504,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.645 -21.993888888889),Douradina,Mato Grosso do Sul,MS,30202002011,-21.99388889,-54.645
aldeias_pontos.29,34,Panambizinho,32101,5003702,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.683055555556 -22.118055555556),Dourados,Mato Grosso do Sul,MS,30202002011,-22.11805556,-54.68305556
aldeias_pontos.30,35,Sucuri´y,43401,5005400,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-55.115555555556 -21.649166666667),Maracaju,Mato Grosso do Sul,MS,30202002011,-21.64916667,-55.11555556
aldeias_pontos.31,36,Takuara,44201,5005152,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.644166666667 -22.701388888889),Juti,Mato Grosso do Sul,MS,30202002011,-22.70138889,-54.64416667
aldeias_pontos.32,37,Jaguapiru,11101,5003702,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.828611111111 -22.174444444444),Dourados,Mato Grosso do Sul,MS,30202002011,-22.17444444,-54.82861111
aldeias_pontos.33,38,Bororó,11101,5003702,,A,COORDENACAO REGIONAL DE DOURADOS,POINT (-54.863611111111 -22.161666666667),Dourados,Mato Grosso do Sul,MS,30202002011,-22.16166667,-54.86361111
aldeias_pontos.34,39,Tekoa Pyau,31101,1506187,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.963638888889 -4.7461944444444),Rondon do Pará,Pará,,30202001906,-4.746194444,-48.96363889
aldeias_pontos.35,40,Areal,73716,1506609,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-47.6256388889 -1.35958333333),Santa Maria do Pará,Pará,,30202001906,-1.359583333,-47.62563889
aldeias_pontos.36,44,Japuíra -Menku,28801,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.4004555556 -12.1775),Brasnorte,Mato Grosso,MT,30202002032,-12.1775,-58.40045556
aldeias_pontos.37,45,Tatuí,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.533611111111 -10.916944444444),Juara,Mato Grosso,MT,30202002032,-10.91694444,-57.53361111
aldeias_pontos.38,46,Figueira,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.500833333333 -10.900555555556),Juara,Mato Grosso,MT,30202002032,-10.90055556,-57.50083333
aldeias_pontos.39,47,Mairob,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.4675 -10.9),Juara,Mato Grosso,MT,30202002032,-10.9,-57.4675
aldeias_pontos.40,48,Beira Rio,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.534444444444 -10.9),Juara,Mato Grosso,MT,30202002032,-10.9,-57.53444444
aldeias_pontos.41,49,Renovada,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.534166666667 -10.884166666667),Juara,Mato Grosso,MT,30202002032,-10.88416667,-57.53416667
aldeias_pontos.42,50,Curva,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.55 -10.883611111111),Juara,Mato Grosso,MT,30202002032,-10.88361111,-57.55
aldeias_pontos.43,51,Nova Munduruku,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.550277777778 -10.883333333333),Juara,Mato Grosso,MT,30202002032,-10.88333333,-57.55027778
aldeias_pontos.44,52,Vale Verde,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.266666666667 -11.116666666667),Juara,Mato Grosso,MT,30202002032,-11.11666667,-57.26666667
aldeias_pontos.45,53,Flor da Terra,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.266666666667 -11.084444444444),Juara,Mato Grosso,MT,30202002032,-11.08444444,-57.26666667
aldeias_pontos.46,54,Kawaipe,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.266666666667 -11.083333333333),Juara,Mato Grosso,MT,30202002032,-11.08333333,-57.26666667
aldeias_pontos.47,55,Ytu Cachoeira,2301,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.283611111111 -10.95),Juara,Mato Grosso,MT,30202002032,-10.95,-57.28361111
aldeias_pontos.48,56,Paredão,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.033333333333 -12.916944444444),Brasnorte,Mato Grosso,MT,30202002032,-12.91694444,-58.03333333
aldeias_pontos.49,57,Recanto do Alípio,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.000555555556 -12.901388888889),Brasnorte,Mato Grosso,MT,30202002032,-12.90138889,-58.00055556
aldeias_pontos.50,58,Perdiz,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.984444444444 -12.900277777778),Brasnorte,Mato Grosso,MT,30202002032,-12.90027778,-57.98444444
aldeias_pontos.51,59,Cravari,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.933333333333 -12.800833333333),Brasnorte,Mato Grosso,MT,30202002032,-12.80083333,-57.93333333
aldeias_pontos.52,60,13 de Maio,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.901388888889 -12.800277777778),Brasnorte,Mato Grosso,MT,30202002032,-12.80027778,-57.90138889
aldeias_pontos.53,61,12 de Outubro,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-57.933888888889 -12.801388888889),Brasnorte,Mato Grosso,MT,30202002032,-12.80138889,-57.93388889
aldeias_pontos.54,62,Asa Branca,17301,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.0175 -12.8175),Brasnorte,Mato Grosso,MT,30202002032,-12.8175,-58.0175
aldeias_pontos.55,63,Serra Dourada,33601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.216944444444 -11.300555555556),Juína,Mato Grosso,MT,30202002032,-11.30055556,-59.21694444
aldeias_pontos.56,64,Vinte e um,33601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.250277777778 -11.484444444444),Juína,Mato Grosso,MT,30202002032,-11.48444444,-59.25027778
aldeias_pontos.57,65,Pedrão,33601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.384444444444 -11.5),Juína,Mato Grosso,MT,30202002032,-11.5,-59.38444444
aldeias_pontos.58,66,Rio Amarelinho,33601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.417777777778 -11.483888888889),Juína,Mato Grosso,MT,30202002032,-11.48388889,-59.41777778
aldeias_pontos.59,67,Algodão,33601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.5 -11.516944444444),Juína,Mato Grosso,MT,30202002032,-11.51694444,-59.5
aldeias_pontos.60,68,Rio Capivara,33601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.551388888889 -11.484444444444),Juína,Mato Grosso,MT,30202002032,-11.48444444,-59.55138889
aldeias_pontos.61,69,Pé de Mutum,18601,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.333888888889 -10.883888888889),Juara,Mato Grosso,MT,30202002032,-10.88388889,-58.33388889
aldeias_pontos.62,70,Jatobá,18601,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.333888888889 -10.917777777778),Juara,Mato Grosso,MT,30202002032,-10.91777778,-58.33388889
aldeias_pontos.63,71,Divisa Marcolino,18601,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.317777777778 -10.951111111111),Juara,Mato Grosso,MT,30202002032,-10.95111111,-58.31777778
aldeias_pontos.64,72,Cerejeira,18601,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.317222222222 -10.783611111111),Juara,Mato Grosso,MT,30202002032,-10.78361111,-58.31722222
aldeias_pontos.65,73,Japuíra,18601,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.366666666667 -10.700277777778),Juara,Mato Grosso,MT,30202002032,-10.70027778,-58.36666667
aldeias_pontos.66,74,São Vicente,18601,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.267777777778 -10.468055555556),Juara,Mato Grosso,MT,30202002032,-10.46805556,-58.26777778
aldeias_pontos.67,75,Castanhal,18601,5105101,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.100833333333 -10.600277777778),Juara,Mato Grosso,MT,30202002032,-10.60027778,-58.10083333
aldeias_pontos.68,76,Paralelo 10,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.88 -10.042222222222),Aripuanã,Mato Grosso,MT,30202002032,-10.04222222,-59.88
aldeias_pontos.69,77,Cachoeirinha,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.991666666667 -10.425833333333),Aripuanã,Mato Grosso,MT,30202002032,-10.42583333,-59.99166667
aldeias_pontos.70,78,Taquaral Ipê,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.886111111111 -10.504444444444),Aripuanã,Mato Grosso,MT,30202002032,-10.50444444,-59.88611111
aldeias_pontos.71,79,Taquaral,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.709722222222 -10.416388888889),Aripuanã,Mato Grosso,MT,30202002032,-10.41638889,-59.70972222
aldeias_pontos.72,80,Taquaral Divisa,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.641388888889 -10.4425),Aripuanã,Mato Grosso,MT,30202002032,-10.4425,-59.64138889
aldeias_pontos.73,81,Areião,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.793888888889 -10.759166666667),Aripuanã,Mato Grosso,MT,30202002032,-10.75916667,-59.79388889
aldeias_pontos.74,82,Flor do Prado,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-60.401111111111 -10.714722222222),Aripuanã,Mato Grosso,MT,30202002032,-10.71472222,-60.40111111
aldeias_pontos.75,83,Mineiro,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-60.325277777778 -10.688055555556),Aripuanã,Mato Grosso,MT,30202002032,-10.68805556,-60.32527778
aldeias_pontos.76,84,Bananal,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.773611111111 -10.222222222222),Aripuanã,Mato Grosso,MT,30202002032,-10.22222222,-59.77361111
aldeias_pontos.77,85,Flor da Selva,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-60.036666666667 -10.108611111111),Aripuanã,Mato Grosso,MT,30202002032,-10.10861111,-60.03666667
aldeias_pontos.78,86,Tamari,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.8625 -10.008888888889),Aripuanã,Mato Grosso,MT,30202002032,-10.00888889,-59.8625
aldeias_pontos.79,87,Rio Preto,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.778611111111 -10.226111111111),Aripuanã,Mato Grosso,MT,30202002032,-10.22611111,-59.77861111
aldeias_pontos.80,88,Babaçuzal,11501,5103379,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.716944444444 -9.6666666666667),Cotriguaçu,Mato Grosso,MT,30202002032,-9.666666667,-58.71694444
aldeias_pontos.81,89,Parajuba,11501,5103379,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.550277777778 -9.3844444444444),Cotriguaçu,Mato Grosso,MT,30202002032,-9.384444444,-58.55027778
aldeias_pontos.82,90,Divisa,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.301111111111 -11.450277777778),Brasnorte,Mato Grosso,MT,30202002032,-11.45027778,-58.30111111
aldeias_pontos.83,91,Cabeceirinha,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.301388888889 -11.433888888889),Brasnorte,Mato Grosso,MT,30202002032,-11.43388889,-58.30138889
aldeias_pontos.84,92,Barranco Vermelho,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.316944444444 -11.417777777778),Brasnorte,Mato Grosso,MT,30202002032,-11.41777778,-58.31694444
aldeias_pontos.85,93,Palmeral,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.301388888889 -11.417777777778),Brasnorte,Mato Grosso,MT,30202002032,-11.41777778,-58.30138889
aldeias_pontos.86,94,Boa Esperança,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.300833333333 -11.417777777778),Brasnorte,Mato Grosso,MT,30202002032,-11.41777778,-58.30083333
aldeias_pontos.87,95,Cajueiro,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.333333333333 -11.3675),Brasnorte,Mato Grosso,MT,30202002032,-11.3675,-58.33333333
aldeias_pontos.88,96,Pedregal,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.318055555556 -11.333888888889),Brasnorte,Mato Grosso,MT,30202002032,-11.33388889,-58.31805556
aldeias_pontos.89,97,Vale do Sol,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.333333333333 -11.333611111111),Brasnorte,Mato Grosso,MT,30202002032,-11.33361111,-58.33333333
aldeias_pontos.90,98,União,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.318055555556 -11.333611111111),Brasnorte,Mato Grosso,MT,30202002032,-11.33361111,-58.31805556
aldeias_pontos.91,99,Primavera,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.3175 -11.317777777778),Brasnorte,Mato Grosso,MT,30202002032,-11.31777778,-58.3175
aldeias_pontos.92,100,Curva,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.318055555556 -11.316666666667),Brasnorte,Mato Grosso,MT,30202002032,-11.31666667,-58.31805556
aldeias_pontos.93,101,Curvinha,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.333333333333 -11.301388888889),Brasnorte,Mato Grosso,MT,30202002032,-11.30138889,-58.33333333
aldeias_pontos.94,102,Segunda,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.333611111111 -11.300833333333),Brasnorte,Mato Grosso,MT,30202002032,-11.30083333,-58.33361111
aldeias_pontos.95,103,Beira Rio,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.316666666667 -11.267777777778),Brasnorte,Mato Grosso,MT,30202002032,-11.26777778,-58.31666667
aldeias_pontos.96,104,Areia Branca,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.3644444444 -11.2147222222),Brasnorte,Mato Grosso,MT,30202002032,-11.21472222,-58.36444444
aldeias_pontos.97,105,Bacaval,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.3630555556 -11.1938888889),Brasnorte,Mato Grosso,MT,30202002032,-11.19388889,-58.36305556
aldeias_pontos.98,106,Nova,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.333333333333 -11.151111111111),Brasnorte,Mato Grosso,MT,30202002032,-11.15111111,-58.33333333
aldeias_pontos.99,107,Velha,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.317777777778 -11.150555555556),Brasnorte,Mato Grosso,MT,30202002032,-11.15055556,-58.31777778
aldeias_pontos.100,108,Pedra Bonita,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.3416666667 -11.1386111111),Brasnorte,Mato Grosso,MT,30202002032,-11.13861111,-58.34166667
aldeias_pontos.101,109,Seringal I,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.3497222222 -11.1205555556),Brasnorte,Mato Grosso,MT,30202002032,-11.12055556,-58.34972222
aldeias_pontos.102,110,Seringal II,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.3494444444 -11.1275),Brasnorte,Mato Grosso,MT,30202002032,-11.1275,-58.34944444
aldeias_pontos.103,111,Santa Rita,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.3441666667 -11.1094444444),Brasnorte,Mato Grosso,MT,30202002032,-11.10944444,-58.34416667
aldeias_pontos.104,112,Escolinha,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.251944444444 -11.783333333333),Brasnorte,Mato Grosso,MT,30202002032,-11.78333333,-58.25194444
aldeias_pontos.105,113,Posto Novo,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.251111111111 -11.666944444444),Brasnorte,Mato Grosso,MT,30202002032,-11.66694444,-58.25111111
aldeias_pontos.106,114,Rio Seco,42601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.251944444444 -11.234722222222),Juína,Mato Grosso,MT,30202002032,-11.23472222,-59.25194444
aldeias_pontos.107,115,Serra Morena,42601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.3 -11.233333333333),Juína,Mato Grosso,MT,30202002032,-11.23333333,-59.3
aldeias_pontos.108,116,Yamasá Ei,42601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.234444444444 -11.185555555556),Juína,Mato Grosso,MT,30202002032,-11.18555556,-59.23444444
aldeias_pontos.109,117,Água Fria,42601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.218333333333 -11.134444444444),Juína,Mato Grosso,MT,30202002032,-11.13444444,-59.21833333
aldeias_pontos.110,118,Rio Verde,42601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.368611111111 -11.233611111111),Juína,Mato Grosso,MT,30202002032,-11.23361111,-59.36861111
aldeias_pontos.111,119,Furquim,42601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.233888888889 -11.016666666667),Juína,Mato Grosso,MT,30202002032,-11.01666667,-59.23388889
aldeias_pontos.112,120,Pacovinha,42601,5105150,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.233611111111 -10.883611111111),Juína,Mato Grosso,MT,30202002032,-10.88361111,-59.23361111
aldeias_pontos.113,124,Paricá,33001,1301902,,A,COORDENACAO REGIONAL DE MANAUS,POINT (-58.690555555556 -3.1816666666667),Itacoatiara,Amazonas,AM,30202001871,-3.181666667,-58.69055556
aldeias_pontos.114,125,LIMÃO,33001,1301902,,A,COORDENACAO REGIONAL DE MANAUS,POINT (-58.62 -3.24626388889),Itacoatiara,Amazonas,AM,30202001871,-3.246263889,-58.62
aldeias_pontos.115,126,Ponte Nova,3301,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.6 -9.9833333333333),Aripuanã,Mato Grosso,MT,30202002032,-9.983333333,-59.6
aldeias_pontos.116,127,Volta Grande,3301,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.6 -9.9002777777778),Aripuanã,Mato Grosso,MT,30202002032,-9.900277778,-59.6
aldeias_pontos.117,128,Pista do Leão,3301,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.751111111111 -9.8841666666667),Aripuanã,Mato Grosso,MT,30202002032,-9.884166667,-59.75111111
aldeias_pontos.118,129,Água Boa,3301,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.418055555556 -9.8),Aripuanã,Mato Grosso,MT,30202002032,-9.8,-59.41805556
aldeias_pontos.119,130,Boa Esperança,3301,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.433611111111 -9.8011111111111),Aripuanã,Mato Grosso,MT,30202002032,-9.801111111,-59.43361111
aldeias_pontos.120,131,Laguinho,3301,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.583333333333 -9.8680555555556),Aripuanã,Mato Grosso,MT,30202002032,-9.868055556,-59.58333333
aldeias_pontos.121,132,Serrinha,3301,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.767777777778 -9.9),Aripuanã,Mato Grosso,MT,30202002032,-9.9,-59.76777778
